text,clause_type,label
The parties exhibit that payment schedule is defined in agree a,Payment,3
DATE TERMS ARE NET 30 DAYS FROM INVOICE PAYMENT,Payment,3
Late payments incur 2% monthly,Payment,3
Annual fees payable in quarterly installments,Payment,3
"For the avoidance of doubt, fees shall be paid monthly in advance",Payment,3
PAYMENT SCHEDULE IS DEFINED IN EXHIBIT A,Payment,3
schedule is understood that payment It is defined in exhibit a,Payment,3
"Notwithstanding anything to the contrary, invoices payable within 15 business days",Payment,3
FEES SHALL BE PAID MONTHLY ADVANCE,Payment,3
Annual fees in payable quarterly installments,Payment,3
invoices payable within 15 business days,Payment,3
It is understood that late payments incur 2% interest,Payment,3
Late payments incur 2% monthly interest,Payment,3
INVOICES PAYABLE 15 WITHIN BUSINESS DAYS,Payment,3
The parties agree that invoices payable within 15 business days,Payment,3
Late payments incur 2% monthly interest,Payment,3
"Notwithstanding anything to the contrary, late payments incur 2% monthly interest",Payment,3
LATE PAYMENTS INCUR 2% MONTHLY INTEREST,Payment,3
Payment terms are 30 days from invoice date,Payment,3
late payments incur 2% monthly,Payment,3
"Subject to the herein, payment terms are net 30 days from invoice date",Payment,3
For the avoidance of invoices payable within 15 business days,Payment,3
Payment terms are net 30 days from invoice date,Payment,3
Payment by wire transfer to designated account,Payment,3
Annual fees payable in quarterly installments,Payment,3
Annual fees payable in quarterly installments,Payment,3
Payment terms are net 30 days from invoice date,Payment,3
It is understood that use granted for license of proprietary technology,Intellectual Property,4
Ownership inventions created during employment,Intellectual Property,4
The parties agree that all work product and ip belongs to the company,Intellectual Property,4
The original agree that background ip retained by parties owner,Intellectual Property,4
"For the avoidance of doubt, ownership of inventions created during employment",Intellectual Property,4
ip rights vest upon creation,Intellectual Property,4
Ownership of inventions created during employment,Intellectual Property,4
Ownership of inventions created during employment,Intellectual Property,4
Intellectual property rights are assigned to client,Intellectual Property,4
ip rights vest upon creation,Intellectual Property,4
IP rights vest upon creation,Intellectual Property,4
"For the avoidance of doubt, all work product and ip belongs to the company",Intellectual Property,4
The parties agree that background ip retained original by owner,Intellectual Property,4
"Subject to the terms herein, license granted for use of proprietary technology",Intellectual Property,4
All work product and IP belongs to the company,Intellectual Property,4
Intellectual property rights are assigned to client,Intellectual Property,4
IP rights vest upon creation,Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
Intellectual property rights are assigned to client,Intellectual Property,4
Patents and copyrights remain with employer,Intellectual Property,4
"Notwithstanding anything to the contrary, work product and ip belongs to the company",Intellectual Property,4
Intellectual property rights are assigned to client,Intellectual Property,4
PATENTS AND COPYRIGHTS REMAIN WITH EMPLOYER,Intellectual Property,4
Ownership of inventions created during employment,Intellectual Property,4
Ownership of inventions created during employment,Intellectual Property,4
"For avoidance of doubt, all work product and ip belongs to the company",Intellectual Property,4
The parties original that background ip retained by agree owner,Intellectual Property,4
"Subject the to terms herein, ip rights vest upon creation",Intellectual Property,4
Intellectual property are rights assigned to client,Intellectual Property,4
Intellectual property assigned are rights to client,Intellectual Property,4
"Subject to the terms herein, patents and remain with employer",Intellectual Property,4
Intellectual property rights are assigned to client,Intellectual Property,4
"Notwithstanding anything to the contrary, ip rights vest upon creation",Intellectual Property,4
ip rights vest upon creation,Intellectual Property,4
Patents with copyrights remain and employer,Intellectual Property,4
The parties agree that ip rights vest upon creation,Intellectual Property,4
Intellectual property rights are assigned to client,Intellectual Property,4
Ownership of inventions created during employment,Intellectual Property,4
All work product and IP belongs to the company,Intellectual Property,4
"For the avoidance of doubt, intellectual property rights are assigned to client",Intellectual Property,4
The parties agree that license granted for use of proprietary technology,Intellectual Property,4
PATENTS AND EMPLOYER REMAIN WITH COPYRIGHTS,Intellectual Property,4
"Notwithstanding anything to the contrary, technology granted for use of proprietary license",Intellectual Property,4
"Subject to the terms herein, patents and copyrights remain with employer",Intellectual Property,4
Intellectual property rights are to client,Intellectual Property,4
Patents and copyrights remain with employer,Intellectual Property,4
"Notwithstanding anything to the contrary, intellectual property rights are assigned to client",Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
patents and copyrights remain with employer,Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
"the to Subject terms herein, patents and copyrights remain with employer",Intellectual Property,4
It is understood that background ip retained by owner,Intellectual Property,4
"Subject to the are herein, intellectual property rights terms assigned to client",Intellectual Property,4
background ip retained by original owner,Intellectual Property,4
"For the avoidance of doubt, ownership of inventions created during employment",Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
It is understood that ip rights vest upon creation,Intellectual Property,4
The parties agree that license granted for use of proprietary technology,Intellectual Property,4
All work product and IP to the company,Intellectual Property,4
intellectual rights are assigned to client,Intellectual Property,4
"Notwithstanding anything to the contrary, background ip retained by original owner",Intellectual Property,4
technology granted for use of proprietary License,Intellectual Property,4
It is understood that background ip retained by original owner,Intellectual Property,4
"For property avoidance of doubt, intellectual the rights are assigned to client",Intellectual Property,4
Patents and copyrights remain with employer,Intellectual Property,4
all work product and ip belongs to the company,Intellectual Property,4
Patents and copyrights remain with employer,Intellectual Property,4
BACKGROUND IP RETAINED BY ORIGINAL OWNER,Intellectual Property,4
License granted for use of proprietary technology,Intellectual Property,4
background ip retained by owner,Intellectual Property,4
IP RIGHTS VEST UPON CREATION,Intellectual Property,4
It is understood that all work product and ip belongs to the company,Intellectual Property,4
rights property Intellectual are assigned to client,Intellectual Property,4
background ip retained by original owner,Intellectual Property,4
Background IP retained by original,Intellectual Property,4
IP rights vest upon creation,Intellectual Property,4
all work product and ip belongs to the company,Intellectual Property,4
"Subject to the terms herein, intellectual property rights are assigned to client",Intellectual Property,4
IP rights vest upon creation,Intellectual Property,4
It is understood that intellectual property rights are assigned to client,Intellectual Property,4
Intellectual property rights are assigned to client,Intellectual Property,4
LICENSE GRANTED FOR USE OF PROPRIETARY TECHNOLOGY,Intellectual Property,4
"Notwithstanding anything to the contrary, license granted for use of proprietary technology",Intellectual Property,4
background retained ip by original owner,Intellectual Property,4
patents and copyrights remain with employer,Intellectual Property,4
"For the avoidance of doubt, patents and copyrights remain with employer",Intellectual Property,4
license granted for use of proprietary technology,Intellectual Property,4
"Notwithstanding anything to the contrary, all work product and ip belongs to the company",Intellectual Property,4
License granted for use of proprietary technology,Intellectual Property,4
All product and IP belongs to the company,Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
"For the avoidance of doubt, license granted for use of proprietary technology",Intellectual Property,4
All work product and IP belongs to the company,Intellectual Property,4
"Notwithstanding anything proprietary the contrary, license granted for use of to technology",Intellectual Property,4
It is understood that ownership of inventions created during employment,Intellectual Property,4
Intellectual property rights client assigned to are,Intellectual Property,4
Patents and copyrights remain with employer,Intellectual Property,4
PATENTS AND COPYRIGHTS REMAIN WITH EMPLOYER,Intellectual Property,4
"Subject to the terms herein, intellectual property rights are assigned to client",Intellectual Property,4
Ownership of created inventions during employment,Intellectual Property,4
"Notwithstanding anything to the contrary, ownership of inventions created during employment",Intellectual Property,4
All work product and IP belongs to the company,Intellectual Property,4
The parties agree that ownership of inventions created during employment,Intellectual Property,4
"Notwithstanding anything to the contrary, all work product and belongs ip to the company",Intellectual Property,4
The parties agree that ip rights vest upon creation,Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
"Subject to the terms herein, all work product and ip belongs to the company",Intellectual Property,4
License granted for use of proprietary technology,Intellectual Property,4
IP rights vest upon creation,Intellectual Property,4
The parties agree that all work product and ip belongs to the company,Intellectual Property,4
"For the by of doubt, background ip retained avoidance original owner",Intellectual Property,4
The parties agree that intellectual property rights are assigned to client,Intellectual Property,4
ip rights vest upon creation,Intellectual Property,4
It is understood that ownership of inventions created during employment,Intellectual Property,4
The parties agree that patents and copyrights remain with employer,Intellectual Property,4
"For the avoidance of doubt, intellectual property rights are assigned to client",Intellectual Property,4
"For the avoidance of doubt, ip rights vest upon creation",Intellectual Property,4
ip rights vest upon creation,Intellectual Property,4
Patents and copyrights remain with employer,Intellectual Property,4
intellectual property rights are assigned to client,Intellectual Property,4
IP rights vest upon creation,Intellectual Property,4
patents and copyrights remain with employer,Intellectual Property,4
Ownership of inventions created during employment,Intellectual Property,4
"Notwithstanding anything to the contrary, patents and copyrights remain with employer",Intellectual Property,4
EMPLOYER AND COPYRIGHTS REMAIN WITH PATENTS,Intellectual Property,4
license granted for use of proprietary technology,Intellectual Property,4
IP retained by original owner,Intellectual Property,4
"Notwithstanding anything to the contrary, background ip retained by original owner",Intellectual Property,4
It is understood that patents and copyrights remain with employer,Intellectual Property,4
all work the and ip belongs to product company,Intellectual Property,4
INTELLECTUAL PROPERTY RIGHTS ARE ASSIGNED TO CLIENT,Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
The that agree parties intellectual property rights are assigned to client,Intellectual Property,4
all work product and ip belongs to the company,Intellectual Property,4
The parties agree that ip rights vest upon creation,Intellectual Property,4
Ownership of inventions created during employment,Intellectual Property,4
License granted for use proprietary technology,Intellectual Property,4
IP RIGHTS VEST UPON CREATION,Intellectual Property,4
Intellectual property rights are assigned to client,Intellectual Property,4
patents and copyrights remain with employer,Intellectual Property,4
It is understood that license for use of proprietary technology,Intellectual Property,4
granted License for use of proprietary technology,Intellectual Property,4
BACKGROUND OWNER RETAINED BY ORIGINAL IP,Intellectual Property,4
patents and remain with employer,Intellectual Property,4
"Notwithstanding anything to the contrary, ip rights vest upon creation",Intellectual Property,4
PATENTS AND COPYRIGHTS REMAIN WITH EMPLOYER,Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
It is understood that ownership of inventions created during employment,Intellectual Property,4
"Subject to the terms herein, ip rights vest upon creation",Intellectual Property,4
"Subject to the herein, terms license granted for use of proprietary technology",Intellectual Property,4
Patents and remain copyrights with employer,Intellectual Property,4
BACKGROUND IP RETAINED BY ORIGINAL OWNER,Intellectual Property,4
All work product and IP belongs to the company,Intellectual Property,4
"For the avoidance of doubt, all work product and ip belongs to the company",Intellectual Property,4
patents and copyrights remain with employer,Intellectual Property,4
"Subject to the terms herein, intellectual property rights are assigned to client",Intellectual Property,4
"Subject to the terms herein, intellectual property rights are assigned to",Intellectual Property,4
of parties agree that ownership The inventions created during employment,Intellectual Property,4
ip rights vest upon creation,Intellectual Property,4
"Subject to the terms herein, all work product and ip belongs to the company",Intellectual Property,4
Patents and copyrights remain with employer,Intellectual Property,4
"Subject to the herein, ownership of inventions created during employment",Intellectual Property,4
Ownership during inventions created of employment,Intellectual Property,4
The agree that ip rights vest upon creation,Intellectual Property,4
"Subject ip the terms herein, to rights vest upon creation",Intellectual Property,4
Patents and remain copyrights with employer,Intellectual Property,4
IP rights vest upon creation,Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
INTELLECTUAL PROPERTY RIGHTS ARE ASSIGNED TO CLIENT,Intellectual Property,4
"Subject to the terms herein, intellectual property rights are assigned to client",Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
"Subject to the terms herein, license granted for use of proprietary technology",Intellectual Property,4
patents and employer remain with copyrights,Intellectual Property,4
"to Subject the terms herein, intellectual property rights are assigned to client",Intellectual Property,4
intellectual property rights are assigned to client,Intellectual Property,4
TO WORK PRODUCT AND IP BELONGS ALL THE COMPANY,Intellectual Property,4
background by retained ip original owner,Intellectual Property,4
"Subject to the terms herein, ip rights vest upon creation",Intellectual Property,4
IP rights vest upon creation,Intellectual Property,4
Ownership of inventions created during,Intellectual Property,4
"For the avoidance of doubt, ownership of inventions created during employment",Intellectual Property,4
It is understood that license granted for use of proprietary technology,Intellectual Property,4
ALL WORK PRODUCT AND IP BELONGS TO THE COMPANY,Intellectual Property,4
Ownership of inventions created during employment,Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
"For the avoidance of doubt, ownership of inventions created during employment",Intellectual Property,4
ALL WORK PRODUCT AND IP BELONGS TO THE COMPANY,Intellectual Property,4
granted License for use of proprietary technology,Intellectual Property,4
Ownership of inventions created employment during,Intellectual Property,4
It is understood that patents and copyrights remain with employer,Intellectual Property,4
"Notwithstanding anything to the contrary, license granted for use of proprietary technology",Intellectual Property,4
"For the avoidance of doubt, all work product and ip belongs to the company",Intellectual Property,4
"Subject to the terms herein, intellectual to rights are assigned property client",Intellectual Property,4
"Notwithstanding anything to the contrary, intellectual property rights are assigned to client",Intellectual Property,4
ALL WORK PRODUCT IP BELONGS TO THE COMPANY,Intellectual Property,4
The parties agree that intellectual property rights are assigned to client,Intellectual Property,4
technology granted for use of proprietary license,Intellectual Property,4
"Subject to the terms herein, intellectual property rights are assigned to client",Intellectual Property,4
It is understood that ownership of inventions created during employment,Intellectual Property,4
Patents and copyrights remain with employer,Intellectual Property,4
intellectual property assigned are rights to client,Intellectual Property,4
It is understood that all work product and ip belongs to the company,Intellectual Property,4
ownership of inventions created during employment,Intellectual Property,4
"For the avoidance of doubt, ip rights vest upon creation",Intellectual Property,4
License for use of proprietary technology,Intellectual Property,4
It is understood that intellectual property rights are assigned to client,Intellectual Property,4
"Subject to the terms herein, patents copyrights remain with employer",Intellectual Property,4
"Subject to the terms herein, intellectual property rights are to client",Intellectual Property,4
The parties agree that all work product and ip belongs to the company,Intellectual Property,4
Intellectual property rights are assigned to client,Intellectual Property,4
Ownership of created inventions during employment,Intellectual Property,4
"granted anything to the contrary, license Notwithstanding for use of proprietary technology",Intellectual Property,4
The parties agree that ip rights vest upon creation,Intellectual Property,4
IP rights vest upon creation,Intellectual Property,4
"Notwithstanding anything to the contrary, ip rights vest upon creation",Intellectual Property,4
It is understood that patents and copyrights remain with employer,Intellectual Property,4
It is understood that ip rights vest upon creation,Intellectual Property,4
"For the avoidance of doubt, ip rights vest upon creation",Intellectual Property,4
Ownership of inventions created during employment,Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
It is understood that intellectual property rights are assigned to client,Intellectual Property,4
It is understood that all work product and ip belongs to company,Intellectual Property,4
License granted for use of proprietary technology,Intellectual Property,4
It is understood that remain and copyrights patents with employer,Intellectual Property,4
background ip retained by original owner,Intellectual Property,4
It is understood that ownership of inventions created during employment,Intellectual Property,4
It is understood that ip rights vest upon creation,Intellectual Property,4
It is understood that background ip retained by original owner,Intellectual Property,4
ip rights vest upon creation,Intellectual Property,4
OWNERSHIP OF INVENTIONS CREATED DURING EMPLOYMENT,Intellectual Property,4
It is understood that intellectual property rights are assigned to client,Intellectual Property,4
background retained by original owner,Intellectual Property,4
"Subject to the terms herein, intellectual property rights are assigned to client",Intellectual Property,4
It is understood that intellectual property rights are assigned to client,Intellectual Property,4
"Subject to the terms herein, all work product and ip belongs to the company",Intellectual Property,4
patents and copyrights remain with,Intellectual Property,4
work product and IP belongs to the company,Intellectual Property,4
"Notwithstanding anything to the contrary, for granted license use of proprietary technology",Intellectual Property,4
Intellectual property rights are assigned to client,Intellectual Property,4
All work product and IP belongs to the company,Intellectual Property,4
The parties agree that ip rights vest upon creation,Intellectual Property,4
License granted use of proprietary technology,Intellectual Property,4
It is understood that all work product and ip belongs to the company,Intellectual Property,4
"Notwithstanding anything to the contrary, intellectual property rights are assigned to client",Intellectual Property,4
ownership of inventions created during employment,Intellectual Property,4
License granted for use of proprietary technology,Intellectual Property,4
"Notwithstanding anything to the contrary, intellectual property rights are assigned to client",Intellectual Property,4
"Subject to the terms herein, license granted for use of proprietary technology",Intellectual Property,4
It is understood that background ip retained by original owner,Intellectual Property,4
Intellectual property rights are assigned to client,Intellectual Property,4
"Notwithstanding anything to the contrary, ownership of inventions created employment",Intellectual Property,4
The parties agree that patents and copyrights with remain employer,Intellectual Property,4
intellectual property rights are assigned to client,Intellectual Property,4
Patents and copyrights remain with employer,Intellectual Property,4
"For the avoidance of doubt, ownership of inventions created during employment",Intellectual Property,4
"Notwithstanding anything to the contrary, all work product and ip belongs to the company",Intellectual Property,4
INTELLECTUAL PROPERTY RIGHTS ARE ASSIGNED TO CLIENT,Intellectual Property,4
all work product and ip belongs to the company,Intellectual Property,4
"For the avoidance of doubt, background ip retained by original owner",Intellectual Property,4
IP RIGHTS VEST UPON CREATION,Intellectual Property,4
OWNERSHIP OF INVENTIONS CREATED DURING EMPLOYMENT,Intellectual Property,4
ip rights vest upon creation,Intellectual Property,4
proprietary is understood that license granted for use of It technology,Intellectual Property,4
It understood that all work product and ip belongs to the company,Intellectual Property,4
"Subject to license terms herein, the granted for use of proprietary technology",Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
It is understood that all work product and ip belongs to the company,Intellectual Property,4
The parties agree that intellectual property rights are assigned to client,Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
"Notwithstanding anything to the contrary, all work product and ip belongs to the company",Intellectual Property,4
"Notwithstanding anything to the contrary, rights vest upon creation",Intellectual Property,4
All work product and IP belongs to the company,Intellectual Property,4
license granted for use of proprietary technology,Intellectual Property,4
ip rights vest upon creation,Intellectual Property,4
The parties agree that ip creation vest upon rights,Intellectual Property,4
and Patents copyrights remain with employer,Intellectual Property,4
It is understood that ownership of inventions created during employment,Intellectual Property,4
Patents and copyrights remain with employer,Intellectual Property,4
The parties agree that ip rights vest upon,Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
"For the avoidance of doubt, intellectual property rights are assigned to client",Intellectual Property,4
Ownership of inventions created during employment,Intellectual Property,4
IP RIGHTS VEST UPON CREATION,Intellectual Property,4
"For the avoidance of doubt, background ip retained by original owner",Intellectual Property,4
client property rights are assigned to Intellectual,Intellectual Property,4
"Notwithstanding anything to the contrary, license granted for use of proprietary technology",Intellectual Property,4
"For the avoidance of doubt, ip rights vest upon creation",Intellectual Property,4
"Notwithstanding anything to the contrary, all work product and ip belongs to the company",Intellectual Property,4
"For the avoidance of doubt, intellectual property rights are assigned to client",Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
IP rights vest upon creation,Intellectual Property,4
ALL WORK THE AND IP BELONGS TO PRODUCT COMPANY,Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
Ownership of inventions created during employment,Intellectual Property,4
It is understood that intellectual property rights are assigned to client,Intellectual Property,4
IP rights vest upon creation,Intellectual Property,4
"For the avoidance of doubt, patents and copyrights remain with employer",Intellectual Property,4
"Subject to the terms herein, license granted for use of proprietary technology",Intellectual Property,4
LICENSE GRANTED FOR USE PROPRIETARY TECHNOLOGY,Intellectual Property,4
"For the avoidance of doubt, background ip retained by original owner",Intellectual Property,4
INTELLECTUAL PROPERTY RIGHTS ARE ASSIGNED TO CLIENT,Intellectual Property,4
IP rights vest upon creation,Intellectual Property,4
Patents and copyrights remain with employer,Intellectual Property,4
INTELLECTUAL PROPERTY RIGHTS ARE ASSIGNED TO CLIENT,Intellectual Property,4
The parties agree that all work product and ip belongs to the company,Intellectual Property,4
Ownership of inventions created during employment,Intellectual Property,4
The parties agree that ownership of inventions created during employment,Intellectual Property,4
of inventions created during employment,Intellectual Property,4
Ownership of inventions created during employment,Intellectual Property,4
license granted for use of proprietary technology,Intellectual Property,4
It is understood that patents and copyrights remain employer with,Intellectual Property,4
Ownership of inventions created during employment,Intellectual Property,4
Background IP retained by owner,Intellectual Property,4
Patents and copyrights remain with employer,Intellectual Property,4
IP rights vest upon creation,Intellectual Property,4
patents copyrights remain with employer,Intellectual Property,4
"Notwithstanding anything to the contrary, patents and copyrights remain with employer",Intellectual Property,4
"Notwithstanding anything to the contrary, ip rights upon creation",Intellectual Property,4
Patents and copyrights remain with employer,Intellectual Property,4
ALL WORK PRODUCT AND IP BELONGS TO THE COMPANY,Intellectual Property,4
"For product avoidance of doubt, all work the and ip belongs to the company",Intellectual Property,4
IP rights vest upon creation,Intellectual Property,4
Patents and copyrights remain with employer,Intellectual Property,4
All work product and IP belongs to the company,Intellectual Property,4
Background IP retained original by owner,Intellectual Property,4
The parties agree that patents copyrights remain with employer,Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
All work product and IP belongs to the,Intellectual Property,4
OWNERSHIP OF INVENTIONS CREATED DURING EMPLOYMENT,Intellectual Property,4
Patents and copyrights remain with employer,Intellectual Property,4
ip rights vest upon creation,Intellectual Property,4
It is understood that ip rights vest upon creation,Intellectual Property,4
"Notwithstanding anything to the contrary, ownership of inventions created during employment",Intellectual Property,4
"For the client of doubt, intellectual property rights are assigned to avoidance",Intellectual Property,4
It is understood that ownership of inventions created during employment,Intellectual Property,4
The parties agree that ip rights vest upon creation,Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
All work product and IP belongs to the,Intellectual Property,4
All work product and IP belongs to the company,Intellectual Property,4
OWNERSHIP OF INVENTIONS CREATED DURING EMPLOYMENT,Intellectual Property,4
"For the avoidance of doubt, by ip retained background original owner",Intellectual Property,4
BACKGROUND IP RETAINED BY ORIGINAL OWNER,Intellectual Property,4
"For the avoidance of doubt, all work product and belongs to the company",Intellectual Property,4
Subject to the terms intellectual property rights are assigned to client,Intellectual Property,4
"For the avoidance remain doubt, patents and copyrights of with employer",Intellectual Property,4
The parties agree that license technology for use of proprietary granted,Intellectual Property,4
"For the avoidance of doubt, ownership of inventions created during employment",Intellectual Property,4
License granted for use of proprietary technology,Intellectual Property,4
"Notwithstanding anything to the contrary, background ip retained by original owner",Intellectual Property,4
The parties agree that patents and copyrights remain with employer,Intellectual Property,4
"For the avoidance of doubt, all product and ip belongs to the company",Intellectual Property,4
intellectual property rights are assigned to client,Intellectual Property,4
The parties agree that all work product ip belongs to the company,Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
The parties agree that patents and copyrights remain with employer,Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
and copyrights remain with employer,Intellectual Property,4
INTELLECTUAL PROPERTY RIGHTS ARE ASSIGNED TO CLIENT,Intellectual Property,4
Ownership of inventions created during employment,Intellectual Property,4
"Subject to the copyrights herein, patents and terms remain with employer",Intellectual Property,4
"Subject to the terms herein, ownership of inventions created during",Intellectual Property,4
"Subject to the terms herein, ip rights vest upon creation",Intellectual Property,4
Background IP retained by owner,Intellectual Property,4
It is understood that ip rights vest upon creation,Intellectual Property,4
The parties agree that ownership of inventions created during employment,Intellectual Property,4
IP RIGHTS VEST UPON CREATION,Intellectual Property,4
The upon agree that ip rights vest parties creation,Intellectual Property,4
all work product and ip belongs to the company,Intellectual Property,4
Background owner retained by original IP,Intellectual Property,4
"Subject to the terms herein, ownership of inventions created during employment",Intellectual Property,4
"Notwithstanding of to the contrary, license granted for use anything proprietary technology",Intellectual Property,4
License granted for use of proprietary technology,Intellectual Property,4
"Subject to the terms herein, ownership of inventions created during employment",Intellectual Property,4
License granted for of proprietary technology,Intellectual Property,4
"Subject to the terms herein, intellectual property rights are assigned to client",Intellectual Property,4
"Notwithstanding anything the contrary, all work product and ip belongs to the company",Intellectual Property,4
Background IP retained by original owner,Intellectual Property,4
License granted for use of proprietary technology,Intellectual Property,4
INTELLECTUAL PROPERTY ASSIGNED ARE RIGHTS TO CLIENT,Intellectual Property,4
"Notwithstanding anything to the contrary, all work product and ip belongs to the company",Intellectual Property,4
LICENSE GRANTED PROPRIETARY USE OF FOR TECHNOLOGY,Intellectual Property,4
IP rights vest upon creation,Intellectual Property,4
"For the avoidance of doubt, intellectual property rights are assigned to client",Intellectual Property,4
"Notwithstanding anything to the contrary, patents and copyrights remain with employer",Intellectual Property,4
PROPERTY INTELLECTUAL RIGHTS ARE ASSIGNED TO CLIENT,Intellectual Property,4
License granted for use proprietary technology,Intellectual Property,4
It is understood that all work product ip belongs to the company,Intellectual Property,4
Intellectual property rights are assigned to client,Intellectual Property,4
"to the terms herein, patents and copyrights remain with employer",Intellectual Property,4
"Subject to the herein, terms all work product and ip belongs to the company",Intellectual Property,4
license granted for use of proprietary technology,Intellectual Property,4
All work product and IP belongs to the company,Intellectual Property,4
patents and copyrights remain with employer,Intellectual Property,4
The parties agree that ip rights vest upon creation,Intellectual Property,4
License granted for use proprietary of technology,Intellectual Property,4
LICENSE GRANTED FOR USE TECHNOLOGY PROPRIETARY OF,Intellectual Property,4
Intellectual property rights are assigned to client,Intellectual Property,4
"Notwithstanding anything to the contrary, ownership of inventions created during employment",Intellectual Property,4
"For avoidance of doubt, governing law and jurisdiction clause for disputes",Dispute Resolution,5
PARTIES AGREE TO MEDIATION BEFORE LITIGATION,Dispute Resolution,5
It is understood that governing law and jurisdiction clause for disputes,Dispute Resolution,5
"Subject to the terms herein, disputes subject to exclusive jurisdiction of delhi courts",Dispute Resolution,5
It is understood that disputes shall be resolved through binding arbitration,Dispute Resolution,5
Arbitration under rules of AAA in specified jurisdiction,Dispute Resolution,5
ALTERNATIVE DISPUTE RESOLUTION MECHANISMS APPLY,Dispute Resolution,5
Governing law and jurisdiction clause disputes,Dispute Resolution,5
ARBITRATION UNDER RULES OF AAA IN SPECIFIED JURISDICTION,Dispute Resolution,5
"herein, to the terms Subject arbitration in mumbai under indian arbitration act",Dispute Resolution,5
The parties agree that governing law and jurisdiction clause for disputes,Dispute Resolution,5
"Notwithstanding anything the contrary, alternative dispute resolution mechanisms apply",Dispute Resolution,5
"For the avoidance of doubt, governing law and jurisdiction clause for disputes",Dispute Resolution,5
The parties agree that alternative dispute resolution mechanisms apply,Dispute Resolution,5
Disputes subject to exclusive jurisdiction of Delhi courts,Dispute Resolution,5
Parties agree to mediation before litigation,Dispute Resolution,5
Disputes subject to exclusive jurisdiction of Delhi courts,Dispute Resolution,5
Arbitration in Mumbai under Indian Arbitration Act,Dispute Resolution,5
ALTERNATIVE DISPUTE RESOLUTION MECHANISMS APPLY,Dispute Resolution,5
parties agree to mediation before litigation,Dispute Resolution,5
PARTIES AGREE TO MEDIATION BEFORE LITIGATION,Dispute Resolution,5
DISPUTES SHALL BE THROUGH BINDING ARBITRATION,Dispute Resolution,5
Parties agree to mediation before litigation,Dispute Resolution,5
Parties agree to mediation before litigation,Dispute Resolution,5
Governing law and jurisdiction clause for disputes,Dispute Resolution,5
It is that disputes subject to exclusive jurisdiction of delhi courts,Dispute Resolution,5
Disputes subject to exclusive jurisdiction of Delhi courts,Dispute Resolution,5
parties agree to mediation before litigation,Dispute Resolution,5
Governing law and jurisdiction clause for disputes,Dispute Resolution,5
Disputes will be resolved through binding arbitration,Dispute Resolution,5
"Notwithstanding anything to the contrary, disputes subject to exclusive jurisdiction of delhi courts",Dispute Resolution,5
Alternative dispute resolution mechanisms apply,Dispute Resolution,5
Arbitration in Mumbai under Indian Arbitration Act,Dispute Resolution,5
Disputes shall be resolved through binding arbitration,Dispute Resolution,5
The parties agree through disputes shall be resolved that binding arbitration,Dispute Resolution,5
Disputes subject to exclusive jurisdiction of Delhi courts,Dispute Resolution,5
"Notwithstanding anything to the contrary, disputes shall be resolved through binding arbitration",Dispute Resolution,5
ALTERNATIVE DISPUTE RESOLUTION MECHANISMS APPLY,Dispute Resolution,5
Disputes will be resolved through binding arbitration,Dispute Resolution,5
Parties agree to mediation before litigation,Dispute Resolution,5
The parties agree that parties agree to mediation before litigation,Dispute Resolution,5
It is understood exclusive disputes subject to that jurisdiction of delhi courts,Dispute Resolution,5
"Notwithstanding anything to the contrary, disputes shall be resolved through binding arbitration",Dispute Resolution,5
under in Mumbai Arbitration Indian Arbitration Act,Dispute Resolution,5
Arbitration in Mumbai under Indian Arbitration Act,Dispute Resolution,5
Governing law and jurisdiction clause for disputes,Dispute Resolution,5
"For the avoidance of doubt, parties to mediation before litigation",Dispute Resolution,5
Arbitration under rules of AAA in specified jurisdiction,Dispute Resolution,5
Governing law and jurisdiction clause for disputes,Dispute Resolution,5
Governing clause and jurisdiction law for disputes,Dispute Resolution,5
DISPUTES SHALL BE RESOLVED THROUGH BINDING ARBITRATION,Dispute Resolution,5
Arbitration in Mumbai under Indian Arbitration Act,Dispute Resolution,5
alternative dispute resolution mechanisms apply,Dispute Resolution,5
Parties before to mediation agree litigation,Dispute Resolution,5
Parties agree to mediation before litigation,Dispute Resolution,5
